ticker,filename,filing_date,form_type,positive,negative,neutral,overall
WMT,2024-01-30_8-K_wmt-20240130.htm.pdf,2024-01-30,8-K,0.0,0.0,0.9999151428540548,0.0
WMT,2024-02-20_8-K_wmt-20240220.htm.pdf,2024-02-20,8-K,0.0,0.0,0.9999200701713562,0.0
WMT,2024-02-23_8-K_wmt-20240223.htm.pdf,2024-02-23,8-K,0.0,0.0,0.9999634822209676,0.0
WMT,2024-03-15_10-K_wmt-20240131.htm.pdf,2024-03-15,10-K,0.9341631015141805,0.9597116881801236,0.9795816799868708,-0.025548586665943174
WMT,2024-03-28_8-K_wmt-20240328.htm.pdf,2024-03-28,8-K,0.0,0.0,0.999992847442627,0.0
WMT,2024-05-16_8-K_wmt-20240516.htm.pdf,2024-05-16,8-K,0.0,0.0,0.9999386072158813,0.0
WMT,2024-06-07_10-Q_wmt-20240430.htm.pdf,2024-06-07,10-Q,0.9491831511259079,0.0,0.9584086139996847,0.9491831511259079
WMT,2024-06-07_8-K_wmt-20240605.htm.pdf,2024-06-07,8-K,0.0,0.0,0.9999790191650391,0.0
WMT,2024-08-15_8-K_wmt-20240815.htm.pdf,2024-08-15,8-K,0.0,0.0,0.9999067584673563,0.0
WMT,2024-08-30_10-Q_wmt-20240731.htm.pdf,2024-08-30,10-Q,0.9543272190623813,0.6645715832710266,0.973708430926005,0.28975563579135466
WMT,2024-10-18_8-K_wmt-20241018.htm.pdf,2024-10-18,8-K,0.0,0.0,0.9732488691806793,0.0
WMT,2024-11-19_8-K_wmt-20241119.htm.pdf,2024-11-19,8-K,0.0,0.0,0.9999027450879415,0.0
WMT,2024-11-22_8-K_wmt-20241122.htm.pdf,2024-11-22,8-K,0.0,0.0,0.9999915758768717,0.0
WMT,2024-12-06_10-Q_wmt-20241031.htm.pdf,2024-12-06,10-Q,0.8890679478645325,0.8277314603328705,0.9842969896842022,0.06133648753166199
WMT,2025-02-20_8-K_wmt-20250220.htm.pdf,2025-02-20,8-K,0.0,0.0,0.9999027848243713,0.0
